見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,おしえて!!ヤマゲン先生(6)万葉歌と古代の草木花ガイド ,イベント,3月25日（日）10:00～12:00,,小学生以上,30人（先着順）,,3月9日13:00～,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,体験教室「子供の書く力を伸ばそう」,イベント,3月17日（土）14:00～15:30,,小学生（保護者同伴）,20人（先着順）,100円 ,事前申込,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,企画展 「万葉の里～大和・紀伊」写真展 ,展示,4月5日（木）～7月8日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,野生ラン展,展示,3月17日（土）・18日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,第50回春らん展,展示,3月17日（土）・18日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,古典植物と山野草展,展示,3月24日（土）・25日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）, 春らん遅咲き展,展示,3月31日（土）・4月1日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,セッコク・富貴ラン植替え教室,イベント,3月24日（土）・25日（日）13:00～16:00,,,,800円,,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,犬・猫の飼い方講習会及び譲渡会,,(1)3月11・25日（日）、4月8日（日）11:00～(2)3月9日（金）11:00～,(1)県動物愛護センター(2)東牟婁振興局（新宮市）,,,"譲渡を受けるには受講と、犬については狂犬病予防注射代2,640円が必要です。",,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,幼齢動物（猫・犬）のケアと疾患に関する特別セミナー,,3月18日（日）13:30～14:30,,,80人（先着順）,,3月7～18日,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,春休み体験教室 (1)飼育体験教室,,3月29日（木）・4月2日（月）9:00～15:30,,県内在住・在学の小学新3年～中学新3年生※保護者同伴可,各日8人（抽選）,,3月15日まで,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,春休み体験教室 (2)獣医師体験教室,,3月30日（金）・4月4日（水）9:00～15:30,,県内在住・在学の小学新5年～中学新3年生※保護者同伴可,各日8人（抽選）,,3月15日まで,入場無料
